date,size,firm,Con,Lab,LibDem,UKIP,Green,SNP,PLPW,BP,ChUK
2019-03-15,1756,YouGov,35.0,31.0,12.0,6.0,4.0,4.0,NA,4.0,NA
2019-03-19,1050,Ipsos MORI,38.0,34.0,8.0,7.0,4.0,5.0,1.0,NA,NA
2019-03-22,2002,Opinium,36.0,35.0,7.0,9.0,4.0,5.0,1.0,NA,NA
2019-03-25,2110,YouGov,36.0,33.0,11.0,4.0,4.0,5.0,NA,NA,NA
2019-03-29,2008,Opinium,35.0,35.0,9.0,9.0,5.0,4.0,NA,NA,NA
2019-03-30,1010,Deltapoll,36.0,41.0,7.0,7.0,6.0,3.0,1.0,NA,NA
2019-04-03,1771,YouGov,32.0,31.0,12.0,7.0,4.0,6.0,NA,NA,NA
2019-04-05,1514,BMG,35.0,34.0,11.0,7.0,5.0,3.0,1.0,NA,NA
2019-04-07,2018,ComRes,32.0,32.0,7.0,9.0,3.0,3.0,NA,NA,9.0
2019-04-08,2000,Hanbury Strategy,31.0,40.0,8.0,8.0,5.0,4.0,1.0,NA,NA
2019-04-08,1172,Kantar Public,32.0,35.0,11.0,7.0,4.0,5.0,1.0,NA,NA
2019-04-11,1843,YouGov,28.0,32.0,11.0,6.0,5.0,5.0,NA,8.0,3.0
2019-04-12,1951,Opinium,29.0,36.0,8.0,11.0,4.0,5.0,1.0,NA,NA
2019-04-16,1061,ComRes,23.0,33.0,7.0,5.0,3.0,3.0,1.0,14.0,9.0
2019-04-17,2000,OnePoll,24.0,32.0,9.0,5.0,5.0,4.0,NA,14.0,5.0
2019-04-17,1547,ORB,26.0,29.0,8.0,5.0,4.0,4.0,1.0,14.0,5.0
2019-04-17,1755,YouGov,29.0,30.0,10.0,4.0,5.0,5.0,NA,12.0,3.0
2019-04-23,1218,Opinium,26.0,33.0,6.0,4.0,4.0,5.0,1.0,17.0,4.0
2019-04-24,2030,Panelbase,27.0,36.0,8.0,5.0,3.0,4.0,NA,13.0,4.0
2019-04-24,1787,YouGov,27.0,30.0,11.0,4.0,5.0,5.0,NA,14.0,3.0
2019-04-30,1630,YouGov,29.0,29.0,13.0,2.0,5.0,4.0,NA,15.0,3.0
2019-05-07,1544,Opinium,25.0,30.0,11.0,4.0,5.0,3.0,1.0,17.0,2.0
2019-05-08,1198,Opinium,22.0,28.0,11.0,4.0,6.0,4.0,NA,21.0,4.0
2019-05-09,2034,ComRes,19.0,27.0,14.0,3.0,5.0,3.0,1.0,20.0,7.0
2019-05-09,2212,YouGov,24.0,24.0,16.0,2.0,7.0,5.0,NA,18.0,2.0
2019-05-12,2028,ComRes,20.0,27.0,13.0,4.0,4.0,3.0,NA,20.0,6.0
2019-05-13,2000,Hanbury Strategy,21.0,30.0,13.0,2.0,5.0,4.0,NA,19.0,6.0
2019-05-13,1152,Kantar Public,25.0,34.0,15.0,4.0,3.0,5.0,2.0,10.0,1.0
2019-05-14,1072,Ipsos MORI,25.0,27.0,15.0,3.0,7.0,NA,NA,16.0,2.0
2019-05-14,1655,YouGov,25.0,25.0,16.0,2.0,7.0,5.0,NA,18.0,2.0
2019-05-16,2009,Opinium,22.0,29.0,11.0,2.0,3.0,NA,NA,24.0,3.0
2019-05-17,9260,YouGov,24.0,24.0,18.0,2.0,6.0,5.0,NA,18.0,2.0
2019-05-17,1000,Survation,27.0,32.0,13.0,2.0,3.0,5.0,NA,13.0,2.0
2019-05-20,2005,Opinium,22.0,26.0,12.0,2.0,4.0,4.0,1.0,25.0,2.0
2019-05-21,2033,Panelbase,21.0,31.0,13.0,3.0,5.0,4.0,NA,19.0,4.0
2019-05-21,1005,Number Cruncher Politics,27.0,31.0,15.0,1.0,4.0,5.0,1.0,14.0,2.0
2019-05-22,2029,Survation,28.0,33.0,13.0,3.0,3.0,3.0,NA,12.0,2.0
2019-05-29,1763,YouGov,19.0,19.0,24.0,1.0,8.0,6.0,NA,22.0,1.0
2019-05-30,2449,Deltapoll,20.0,26.0,16.0,1.0,5.0,4.0,1.0,24.0,4.0
2019-05-30,2005,Opinium,17.0,22.0,16.0,1.0,11.0,4.0,1.0,26.0,1.0
2019-06-01,1644,YouGov,18.0,19.0,23.0,NA,10.0,5.0,NA,23.0,NA
2019-06-06,1670,YouGov,18.0,20.0,20.0,1.0,9.0,5.0,NA,26.0,NA
2019-06-07,1520,BMG,26.0,27.0,17.0,1.0,6.0,3.0,1.0,18.0,1.0
2019-06-09,2017,ComRes,23.0,27.0,17.0,1.0,5.0,3.0,1.0,22.0,1.0
2019-06-10,1702,YouGov,21.0,21.0,19.0,NA,NA,NA,NA,24.0,NA
2019-06-14,1672,YouGov,17.0,19.0,22.0,NA,8.0,4.0,1.0,26.0,1.0
2019-06-19,1641,YouGov,20.0,20.0,21.0,1.0,9.0,4.0,1.0,23.0,NA
2019-06-20,2009,Opinium,20.0,26.0,16.0,2.0,6.0,4.0,1.0,23.0,1.0
2019-06-20,2016,Survation,24.0,26.0,18.0,1.0,6.0,3.0,1.0,20.0,1.0
2019-06-25,2059,YouGov,22.0,20.0,19.0,1.0,10.0,4.0,1.0,22.0,NA
2019-06-25,1043,Ipsos MORI,26.0,24.0,22.0,1.0,8.0,4.0,1.0,12.0,NA
2019-07-03,1605,YouGov,24.0,18.0,20.0,NA,9.0,4.0,1.0,23.0,NA
2019-07-05,2002,Opinium,23.0,25.0,15.0,1.0,8.0,5.0,1.0,22.0,1.0
2019-07-05,1532,BMG,28.0,27.0,18.0,2.0,6.0,2.0,1.0,14.0,1.0
2019-07-07,2010,ComRes,25.0,28.0,16.0,1.0,5.0,3.0,NA,19.0,NA
2019-07-10,1671,YouGov,24.0,20.0,19.0,NA,9.0,5.0,1.0,21.0,NA
2019-07-11,1012,Survation,23.0,29.0,19.0,NA,3.0,4.0,1.0,20.0,NA
2019-07-11,1791,ComRes,24.0,28.0,15.0,1.0,5.0,3.0,1.0,20.0,1.0
2019-07-16,2038,ComRes,25.0,28.0,17.0,1.0,5.0,4.0,NA,19.0,1.0
2019-07-17,1749,YouGov,25.0,21.0,20.0,NA,8.0,4.0,1.0,19.0,NA
2019-07-24,1715,YouGov,25.0,19.0,23.0,1.0,9.0,4.0,1.0,17.0,NA
2019-07-25,2029,ComRes,28.0,27.0,19.0,1.0,4.0,3.0,1.0,16.0,0.1
2019-07-26,1697,YouGov,31.0,21.0,20.0,0.1,8.0,5.0,1.0,13.0,NA
2019-07-26,2006,Opinium,30.0,28.0,16.0,1.0,5.0,5.0,1.0,15.0,NA
2019-07-27,2001,Deltapoll,30.0,25.0,18.0,1.0,4.0,4.0,1.0,14.0,2.0
2019-07-28,2004,ComRes,29.0,30.0,16.0,1.0,5.0,3.0,1.0,15.0,NA
2019-07-30,2066,YouGov,32.0,22.0,19.0,NA,8.0,4.0,1.0,13.0,NA
2019-07-30,1007,Ipsos MORI,34.0,24.0,20.0,1.0,6.0,5.0,1.0,9.0,NA
2019-08-06,1628,YouGov,31.0,22.0,21.0,NA,7.0,4.0,NA,14.0,NA
2019-08-09,2003,Opinium,31.0,28.0,13.0,1.0,5.0,4.0,1.0,16.0,NA
2019-08-11,2011,ComRes,31.0,27.0,16.0,1.0,4.0,3.0,NA,16.0,NA
2019-08-11,2040,Survation,28.0,24.0,21.0,NA,3.0,4.0,NA,15.0,NA
2019-08-14,1625,YouGov,30.0,21.0,20.0,1.0,8.0,4.0,1.0,14.0,NA
2019-08-14,1532,BMG,31.0,25.0,19.0,1.0,6.0,3.0,1.0,12.0,NA
2019-08-19,1133,Kantar,42.0,28.0,15.0,NA,3.0,5.0,NA,5.0,1.0
2019-08-21,1687,YouGov,32.0,22.0,20.0,NA,7.0,4.0,1.0,12.0,NA
2019-08-23,2019,YouGov,33.0,21.0,19.0,NA,7.0,4.0,1.0,14.0,NA
2019-08-23,2005,Opinium,32.0,26.0,15.0,1.0,4.0,5.0,1.0,16.0,NA
2019-08-28,2006,YouGov,34.0,22.0,17.0,NA,8.0,4.0,1.0,13.0,NA
2019-08-29,1867,YouGov,33.0,22.0,21.0,NA,7.0,4.0,1.0,12.0,NA
2019-08-30,1020,Survation,31.0,24.0,21.0,NA,3.0,4.0,1.0,14.0,NA
2019-08-31,2028,Deltapoll,35.0,24.0,18.0,NA,4.0,4.0,1.0,14.0,1.0
2019-09-03,1639,YouGov,35.0,25.0,16.0,1.0,7.0,4.0,1.0,11.0,NA
2019-09-03,2041,ICM,37.0,30.0,16.0,1.0,4.0,3.0,1.0,9.0,NA
2019-09-04,578,Hanbury Strategy,33.0,26.0,17.0,NA,3.0,4.0,1.0,14.0,NA
2019-09-06,1006,Survation,29.0,24.0,18.0,NA,3.0,4.0,1.0,17.0,NA
2019-09-06,1676,YouGov,35.0,21.0,19.0,1.0,7.0,4.0,NA,12.0,NA
2019-09-06,1013,Panelbase,31.0,28.0,19.0,NA,2.0,3.0,NA,15.0,NA
2019-09-06,2009,Opinium,35.0,25.0,17.0,1.0,3.0,5.0,NA,13.0,NA
2019-09-06,1504,BMG,31.0,27.0,19.0,NA,NA,NA,NA,13.0,NA
2019-09-07,2049,Deltapoll,31.0,28.0,17.0,NA,3.0,4.0,1.0,13.0,NA
2019-09-08,1488,ComRes,30.0,29.0,17.0,1.0,4.0,3.0,1.0,13.0,NA
2019-09-09,1144,Kantar Public,38.0,24.0,20.0,1.0,3.0,4.0,1.0,7.0,1.0
2019-09-10,1676,YouGov,32.0,23.0,19.0,NA,7.0,4.0,NA,14.0,NA
2019-09-12,2057,ComRes,28.0,27.0,20.0,1.0,5.0,4.0,1.0,13.0,1.0
2019-09-13,2002,Opinium,37.0,25.0,16.0,1.0,2.0,4.0,1.0,13.0,NA
2019-09-16,1006,Ipsos MORI,33.0,24.0,23.0,NA,4.0,4.0,NA,10.0,NA
2019-09-18,1608,YouGov,32.0,21.0,23.0,1.0,4.0,4.0,1.0,14.0,NA
2019-09-19,2050,ComRes,29.0,27.0,20.0,NA,4.0,4.0,NA,13.0,1.0
2019-09-20,2006,YouGov,30.0,23.0,22.0,NA,5.0,4.0,NA,14.0,NA
2019-09-20,2004,Opinium,37.0,22.0,17.0,2.0,4.0,4.0,1.0,12.0,NA
2019-09-24,1027,ComRes,27.0,27.0,20.0,NA,NA,4.0,1.0,17.0,NA
2019-09-25,1011,Survation,27.0,24.0,22.0,NA,3.0,4.0,NA,16.0,NA
2019-09-25,1635,YouGov,33.0,22.0,22.0,NA,6.0,3.0,1.0,14.0,NA
2019-09-27,2007,Opinium,36.0,24.0,20.0,NA,2.0,5.0,1.0,11.0,NA
2019-09-27,1623,YouGov,33.0,22.0,21.0,NA,5.0,4.0,1.0,13.0,NA
2019-10-01,1623,YouGov,34.0,21.0,23.0,NA,5.0,3.0,1.0,12.0,NA
2019-10-04,2006,Opinium,38.0,23.0,15.0,1.0,4.0,5.0,NA,12.0,NA
2019-10-04,1514,BMG,31.0,26.0,20.0,NA,7.0,NA,NA,11.0,NA
2019-10-06,2006,ComRes,33.0,27.0,19.0,1.0,3.0,4.0,NA,13.0,NA
2019-10-09,1616,YouGov,35.0,22.0,20.0,NA,6.0,4.0,1.0,12.0,1.0
2019-10-10,2018,ComRes,33.0,27.0,18.0,NA,4.0,4.0,NA,12.0,NA
2019-10-11,2013,Panelbase,33.0,30.0,17.0,NA,3.0,4.0,NA,12.0,NA
2019-10-15,1625,YouGov,37.0,22.0,18.0,1.0,5.0,4.0,1.0,11.0,NA
2019-10-15,1184,Kantar,39.0,25.0,18.0,1.0,3.0,3.0,1.0,8.0,NA
2019-10-17,2067,ComRes,33.0,29.0,18.0,NA,4.0,NA,NA,12.0,NA
2019-10-17,2001,Opinium,37.0,24.0,16.0,2.0,4.0,4.0,1.0,12.0,NA
2019-10-18,1008,Panelbase,36.0,27.0,17.0,NA,3.0,4.0,NA,11.0,NA
2019-10-18,1025,Survation,32.0,24.0,21.0,NA,2.0,4.0,NA,13.0,NA
2019-10-21,1689,YouGov,37.0,22.0,19.0,1.0,7.0,3.0,1.0,11.0,NA
2019-10-21,2017,Deltapoll,37.0,24.0,19.0,1.0,3.0,4.0,1.0,11.0,NA
2019-10-25,1672,YouGov,36.0,23.0,18.0,NA,6.0,3.0,1.0,12.0,NA
2019-10-25,2001,Opinium,40.0,24.0,15.0,1.0,3.0,5.0,NA,10.0,NA
2019-10-28,1007,Ipsos MORI,41.0,24.0,20.0,NA,3.0,3.0,1.0,7.0,NA
2019-10-30,1750,YouGov,36.0,21.0,18.0,NA,6.0,3.0,NA,13.0,NA
2019-10-30,1010,Survation,34.0,26.0,19.0,1.0,1.0,4.0,1.0,12.0,1.0
2019-10-31,1008,Panelbase,40.0,29.0,14.0,NA,3.0,3.0,1.0,9.0,NA
2019-10-31,1582,ComRes,36.0,28.0,17.0,NA,3.0,4.0,NA,10.0,NA
2019-10-31,1510,ORB,36.0,28.0,14.0,NA,5.0,3.0,1.0,12.0,NA
2019-11-01,2004,Opinium,42.0,26.0,16.0,NA,2.0,4.0,1.0,9.0,NA
2019-11-01,1834,YouGov,39.0,27.0,16.0,NA,4.0,5.0,1.0,7.0,NA
2019-11-02,1500,Deltapoll,40.0,28.0,14.0,NA,2.0,3.0,1.0,11.0,NA
2019-11-04,3284,YouGov,38.0,25.0,16.0,NA,5.0,4.0,1.0,11.0,NA
2019-11-04,2047,ICM,38.0,31.0,15.0,1.0,3.0,3.0,NA,9.0,NA
2019-11-06,1667,YouGov,36.0,25.0,17.0,NA,5.0,4.0,1.0,11.0,NA
2019-11-08,2001,Opinium,41.0,29.0,15.0,NA,2.0,5.0,1.0,6.0,NA
2019-11-08,1046,Panelbase,40.0,30.0,15.0,NA,3.0,4.0,NA,8.0,NA
2019-11-08,1598,YouGov,39.0,26.0,17.0,NA,4.0,4.0,NA,10.0,NA
2019-11-08,1504,BMG,37.0,29.0,16.0,NA,NA,NA,NA,9.0,NA
2019-11-08,2037,Survation,35.0,29.0,17.0,NA,1.0,4.0,1.0,10.0,NA
2019-11-09,1518,Deltapoll,41.0,29.0,16.0,1.0,2.0,3.0,NA,6.0,NA
2019-11-10,2014,ComRes,37.0,29.0,17.0,NA,3.0,4.0,NA,9.0,NA
2019-11-11,2035,ICM,39.0,31.0,15.0,1.0,3.0,3.0,1.0,8.0,NA
2019-11-11,1165,Kantar ,37.0,27.0,17.0,1.0,3.0,3.0,1.0,9.0,1.0
2019-11-12,1619,YouGov,42.0,28.0,15.0,NA,4.0,3.0,1.0,4.0,NA
2019-11-12,2022,SavantaComRes,40.0,30.0,16.0,NA,3.0,4.0,NA,7.0,NA
2019-11-14,1021,Panelbase,43.0,30.0,15.0,NA,2.0,4.0,NA,5.0,NA
2019-11-14,2456,SavantaComRes,41.0,33.0,14.0,NA,5.0,3.0,NA,2.0,NA
2019-11-15,1670,YouGov,45.0,28.0,15.0,NA,3.0,4.0,NA,4.0,NA
2019-11-15,1598,BMG,37.0,29.0,16.0,NA,2.0,3.0,NA,9.0,NA
2019-11-15,2008,Opinium,44.0,28.0,14.0,NA,3.0,4.0,NA,6.0,NA
2019-11-16,1567,Deltapoll,45.0,30.0,11.0,2.0,3.0,3.0,NA,6.0,NA
2019-11-16,1010,Survation,42.0,28.0,13.0,NA,3.0,3.0,1.0,5.0,NA
2019-11-18,2010,ICM,42.0,32.0,13.0,NA,3.0,3.0,NA,5.0,NA
2019-11-18,1176,Kantar,45.0,27.0,16.0,NA,3.0,NA,NA,2.0,NA
2019-11-19,1606,YouGov,42.0,30.0,15.0,NA,4.0,4.0,NA,4.0,NA
2019-11-19,1628,SavantaComRes,42.0,31.0,15.0,NA,2.0,4.0,NA,5.0,NA
2019-11-19,1128,Ipsos MORI,44.0,28.0,16.0,NA,3.0,5.0,NA,3.0,NA
2019-11-20,11277,YouGov,43.0,29.0,15.0,NA,3.0,4.0,1.0,4.0,NA
2019-11-21,2038,SavantaComRes,42.0,32.0,15.0,NA,2.0,3.0,NA,5.0,NA
2019-11-21,1663,BMG,41.0,28.0,18.0,NA,5.0,2.0,NA,3.0,NA
2019-11-22,2028,Panelbase,42.0,32.0,14.0,NA,3.0,3.0,1.0,3.0,NA
2019-11-22,1677,YouGov,42.0,30.0,16.0,NA,4.0,4.0,NA,3.0,NA
2019-11-22,2003,Opinium,47.0,28.0,12.0,NA,3.0,5.0,NA,3.0,NA
2019-11-23,1519,Deltapoll,43.0,30.0,16.0,NA,3.0,4.0,NA,3.0,NA
2019-11-23,1010,Survation,41.0,30.0,15.0,NA,3.0,3.0,1.0,5.0,NA
2019-11-25,2004,ICM,41.0,34.0,13.0,NA,3.0,3.0,1.0,4.0,NA
2019-11-25,1097,Kantar,43.0,32.0,14.0,NA,4.0,NA,NA,3.0,NA
2019-11-26,1678,YouGov,43.0,32.0,13.0,NA,2.0,4.0,NA,4.0,NA
2019-11-26,2034,SavantaComRes,41.0,34.0,13.0,NA,2.0,3.0,NA,5.0,NA
2019-11-27,1663,BMG,39.0,33.0,13.0,NA,5.0,NA,NA,4.0,NA
2019-11-28,2010,Panelbase,42.0,34.0,13.0,NA,3.0,3.0,NA,4.0,NA
2019-11-28,2025,SavantaComRes,43.0,33.0,13.0,NA,3.0,3.0,NA,4.0,NA
2019-11-29,1680,YouGov,43.0,34.0,13.0,NA,3.0,NA,NA,2.0,NA
2019-11-29,2018,Opinium,46.0,31.0,13.0,NA,3.0,4.0,NA,2.0,NA
2019-11-30,1528,Deltapoll,45.0,32.0,15.0,NA,1.0,3.0,NA,3.0,NA
2019-11-30,1065,Survation,42.0,33.0,11.0,NA,4.0,3.0,1.0,3.0,NA
2019-12-02,2029,ICM,42.0,35.0,13.0,NA,2.0,3.0,NA,3.0,NA
2019-12-02,1096,Kantar,44.0,32.0,15.0,NA,3.0,3.0,1.0,2.0,NA
2019-12-03,1699,YouGov,42.0,33.0,12.0,NA,4.0,5.0,NA,4.0,NA
2019-12-03,2041,SavantaComRes,42.0,32.0,12.0,NA,2.0,4.0,NA,3.0,NA
2019-12-04,1545,Ipsos MORI,44.0,32.0,13.0,NA,3.0,4.0,1.0,2.0,NA
2019-12-05,2034,SavantaComRes,41.0,33.0,12.0,NA,2.0,4.0,NA,3.0,NA
2019-12-05,2005,SavantaComRes,42.0,36.0,11.0,NA,2.0,3.0,NA,4.0,NA
2019-12-06,2033,Panelbase,43.0,34.0,13.0,NA,2.0,4.0,1.0,3.0,NA
2019-12-06,2002,Opinium,46.0,31.0,13.0,NA,2.0,4.0,NA,3.0,NA
2019-12-06,1680,YouGov,43.0,33.0,13.0,NA,3.0,4.0,NA,3.0,NA
2019-12-06,1542,BMG,41.0,32.0,14.0,NA,4.0,NA,NA,4.0,NA
2019-12-07,1533,Deltapoll,44.0,33.0,11.0,1.0,2.0,4.0,NA,3.0,NA
2019-12-07,1012,Survation,45.0,31.0,11.0,NA,2.0,3.0,1.0,4.0,NA
2019-12-08,4747,SavantaComRes,43.0,36.0,12.0,NA,2.0,4.0,NA,3.0,NA
2019-12-08,2222,Qriously,43.0,30.0,12.0,NA,4.0,2.0,NA,3.0,NA
2019-12-09,2011,ICM,42.0,36.0,12.0,NA,2.0,3.0,NA,3.0,NA
2019-12-10,1009,Number Cruncher Politics,43.0,33.0,12.0,NA,3.0,4.0,1.0,3.0,NA
2019-12-10,2051,SavantaComRes,41.0,36.0,12.0,NA,2.0,4.0,NA,3.0,NA
2019-12-11,3174,Panelbase,43.0,34.0,11.0,NA,3.0,NA,NA,4.0,NA
2019-12-11,3005,Opinium,45.0,33.0,12.0,NA,2.0,4.0,NA,2.0,NA
2019-12-11,1660,BMG,41.0,32.0,14.0,NA,3.0,NA,NA,4.0,NA
2019-12-11,2815,Kantar,44.0,32.0,13.0,NA,3.0,4.0,NA,3.0,NA
2019-12-11,1818,Deltapoll,45.0,35.0,10.0,NA,3.0,4.0,NA,3.0,NA
2019-12-11,2395,Survation,45.0,34.0,9.0,NA,3.0,4.0,1.0,3.0,NA
2019-12-11,2213,Ipsos MORI,44.0,33.0,12.0,NA,3.0,NA,NA,2.0,NA
2020-01-10,1508,BMG,44.0,29.0,11.0,2.0,5.0,3.0,NA,4.0,NA
2020-01-17,1978,Opinium,47.0,30.0,9.0,NA,4.0,5.0,NA,3.0,NA
2020-01-26,1628,YouGov,49.0,29.0,10.0,NA,4.0,5.0,1.0,2.0,NA
2020-01-31,1015,Survation,43.96,33.06,10.28,NA,2.6,4.56,0.45,2.74,NA
2020-02-02,1575,YouGov,49.0,30.0,8.0,NA,5.0,4.0,1.0,2.0,NA
2020-02-03,1001,Ipsos MORI,47.0,30.0,11.0,NA,5.0,4.0,1.0,1.0,NA
2020-02-10,1576,YouGov,48.0,28.0,10.0,NA,6.0,4.0,1.0,2.0,NA
2020-02-14,2007,Opinium,47.0,32.0,7.0,NA,4.0,6.0,1.0,2.0,NA
2020-02-20,2005,Savanta ComRes,47.0,31.0,9.0,NA,4.0,4.0,NA,3.0,NA
2020-03-09,1171,Kantar Public,50.0,29.0,11.0,1.0,2.0,4.0,1.0,1.0,NA
2020-03-13,2005,Opinium,49.0,32.0,6.0,NA,5.0,5.0,1.0,1.0,NA
2020-03-16,1003,Ipsos MORI,52.0,30.0,9.0,NA,4.0,4.0,1.0,NA,NA
2020-03-26,1010,Number Cruncher,54.0,28.0,7.0,NA,4.0,4.0,NA,2.0,NA
2020-03-27,2006,Opinium,54.0,28.0,6.0,1.0,3.0,5.0,1.0,NA,NA
2020-04-02,2000,Redfield & Wilton,49.0,29.0,8.0,NA,4.0,4.0,1.0,NA,NA
2020-04-02,1631,YouGov,52.0,28.0,8.0,NA,5.0,5.0,1.0,1.0,NA
2020-04-03,2000,Opinium,53.0,30.0,7.0,1.0,3.0,5.0,1.0,NA,NA
2020-04-06,1498,BMG,45.0,28.0,11.0,NA,6.0,3.0,1.0,3.0,NA
2020-04-09,2005,Opinium,55.0,29.0,5.0,NA,4.0,5.0,NA,NA,NA
2020-04-09,1541,BMG,46.0,29.0,10.0,NA,6.0,3.0,1.0,2.0,NA
2020-04-17,2015,YouGov,53.0,32.0,5.0,NA,3.0,4.0,1.0,1.0,NA
2020-04-17,1500,Redfield & Wilton,52.0,31.0,8.0,NA,3.0,4.0,1.0,NA,NA
2020-04-17,2000,Opinium,51.0,32.0,6.0,NA,3.0,5.0,NA,NA,NA
2020-04-20,1118,Kantar,54.0,28.0,9.0,NA,4.0,4.0,1.0,1.0,NA
2020-04-23,2000,Opinium,50.0,33.0,7.0,1.0,3.0,5.0,NA,NA,NA
2020-04-26,1500,Redfield & Wilton,50.0,33.0,7.0,NA,4.0,5.0,NA,NA,NA
2020-04-28,1023,Survation,48.0,31.0,8.0,NA,5.0,4.0,1.0,1.0,NA
2020-05-01,1072,Opinium,51.0,33.0,6.0,1.0,3.0,5.0,1.0,NA,NA
2020-05-06,1500,Redfield & Wilton,50.0,31.0,7.0,NA,5.0,4.0,NA,NA,NA
2020-05-06,1667,YouGov,50.0,30.0,7.0,NA,5.0,4.0,1.0,3.0,NA
2020-05-07,1053,Opinium,49.0,33.0,6.0,1.0,5.0,5.0,1.0,NA,NA
2020-05-11,1130,Kantar,51.0,32.0,7.0,NA,2.0,5.0,1.0,2.0,NA
2020-05-14,1062,Opinium,49.0,34.0,6.0,1.0,3.0,5.0,1.0,NA,NA
2020-05-15,1500,Redfield & Wilton,47.0,35.0,9.0,NA,3.0,4.0,NA,NA,NA
2020-05-17,2079,Savanta ComRes,46.0,33.0,7.0,NA,4.0,4.0,NA,2.0,NA
2020-05-19,1718,YouGov,48.0,33.0,6.0,NA,5.0,5.0,1.0,2.0,NA
2020-05-22,2008,Opinium,47.0,35.0,6.0,2.0,3.0,5.0,NA,NA,NA
2020-05-26,1040,Survation,45.66,33.42,7.85,NA,3.55,4.67,0.49,0.36,NA
2020-05-26,1629,YouGov,44.0,38.0,6.0,NA,4.0,5.0,1.0,2.0,NA
2020-05-27,2029,YouGov,43.0,38.0,6.0,NA,4.0,5.0,1.0,3.0,NA
2020-05-27,1500,Redfield & Wilton,43.0,37.0,9.0,NA,3.0,5.0,NA,NA,NA
2020-05-28,1557,Deltapoll,43.0,38.0,8.0,2.0,4.0,3.0,NA,2.0,NA
2020-05-29,2012,Opinium,43.0,39.0,6.0,1.0,3.0,5.0,1.0,NA,NA
2020-05-30,1650,YouGov,45.0,35.0,6.0,NA,5.0,5.0,NA,2.0,NA
2020-06-03,1018,Survation,41.43,38.59,6.66,NA,4.03,4.25,0.61,0.97,NA
2020-06-03,1500,Redfield & Wilton,43.0,36.0,9.0,NA,5.0,4.0,1.0,NA,NA
2020-06-05,2002,Opinium,43.0,40.0,6.0,2.0,3.0,5.0,1.0,NA,NA
2020-06-05,1547,Deltapoll,41.0,38.0,8.0,2.0,4.0,2.0,NA,3.0,NA
2020-06-10,1059,Ipsos MORI,43.0,38.0,10.0,NA,3.0,4.0,1.0,NA,NA
2020-06-10,1062,Survation,42.01,36.0,8.31,NA,4.31,4.68,0.25,0.76,NA
2020-06-11,1500,Redfield & Wilton,41.0,39.0,9.0,NA,4.0,5.0,NA,NA,NA
2020-06-12,2001,Opinium,44.0,39.0,6.0,NA,2.0,5.0,NA,NA,NA
2020-06-12,1693,YouGov,45.0,37.0,6.0,NA,4.0,5.0,1.0,2.0,NA
2020-06-14,2106,Savanta ComRes,40.0,36.0,9.0,NA,NA,NA,NA,NA,NA
2020-06-15,1124,Kantar,43.0,35.0,8.0,1.0,4.0,5.0,NA,2.0,NA
2020-06-18,2000,Redfield & Wilton,43.0,38.0,8.0,NA,4.0,4.0,NA,NA,NA
2020-06-19,2001,Opinium,44.0,40.0,5.0,NA,3.0,5.0,1.0,NA,NA
2020-06-25,2003,Survation,42.75,36.06,8.23,NA,3.84,4.58,0.43,0.34,NA
2020-06-25,2000,Redfield & Wilton,44.0,38.0,7.0,NA,4.0,4.0,NA,NA,NA
2020-06-26,2001,Opinium,42.62,38.63,5.89,1.56,4.14,4.87,1.07,NA,NA
2020-07-01,2000,Redfield & Wilton,42.0,38.0,8.0,NA,5.0,4.0,NA,NA,NA
2020-07-03,2002,Opinium,41.0,37.0,8.0,2.0,4.0,5.0,1.0,NA,NA
2020-07-06,1012,Survation,44.0,37.0,7.0,NA,4.0,4.0,NA,NA,NA
2020-07-08,2000,Redfield & Wilton,44.0,39.0,7.0,NA,4.0,4.0,NA,NA,NA
2020-07-09,1614,YouGov,46.0,36.0,6.0,NA,3.0,5.0,1.0,2.0,NA
2020-07-10,1541,Deltapoll,44.0,38.0,7.0,NA,NA,5.0,NA,NA,NA
2020-07-10,2002,Opinium,42.0,38.0,6.0,2.0,4.0,6.0,1.0,NA,NA
2020-07-12,2022,Survation,42.0,36.0,8.0,NA,5.0,4.0,1.0,1.0,NA
2020-07-13,1131,Kantar,45.0,35.0,9.0,1.0,2.0,5.0,1.0,2.0,NA
2020-07-15,2000,Redfield & Wilton,44.0,37.0,8.0,NA,4.0,4.0,NA,NA,NA
2020-07-17,2003,Opinium,44.0,36.0,6.0,1.0,4.0,6.0,1.0,NA,NA
2020-07-19,2085,Savanta ComRes,43.0,37.0,6.0,NA,2.0,5.0,1.0,2.0,NA
2020-07-22,2000,Redfield & Wilton,44.0,36.0,8.0,NA,5.0,4.0,1.0,NA,NA
2020-07-23,1648,YouGov,44.0,35.0,7.0,NA,4.0,5.0,1.0,3.0,NA
2020-07-24,2002,Opinium,42.0,38.0,6.0,2.0,4.0,5.0,1.0,NA,NA
2020-07-29,2000,Redfield & Wilton,43.0,38.0,7.0,NA,4.0,4.0,NA,NA,NA
2020-07-31,1623,YouGov,43.0,35.0,6.0,NA,5.0,5.0,1.0,3.0,NA
2020-07-31,2002,Opinium,41.0,38.0,6.0,2.0,4.0,6.0,1.0,NA,NA
2020-08-03,1019,Survation,44.0,35.0,8.0,NA,5.0,4.0,NA,NA,NA
